misconception_id,misconception,tweet,tweet_id,label
38,Shaking hands cannot spread coronavirus.,"How to not get coronavirus:
• never interact with humans ever
• remove face to avoid touching it
• cut off hands
• don't inhale
• don't watch The Masked Singer
• don't come in contact with surfaces or floor
• DON'T",1233990319445860352,na
5,The first person infected is a researcher named Huang Yanling.,"Remember the Wuhan ""whistleblower"" doctor, who worked at the hospital where the first patients were tested? He was of course questioned by the police after he started posting ""warnings"" on social media. Worse yet, he died of #COVID19.  What a tragic story!",1233987355163402240,na
58,Water polution decreased in Venice canals following COVID-19 lockdown.,COVID-19 cases jump in Iran as Italy toll rises: Live updates - Al Jazeera English Google News,1233924874344726528,na
3,Coronavirus is genetically engineered.,"Something to think about:

Patent 10130701, granted on 20 Nov 2018.
It refers to a live, attenuated #coronavirus that may be used as a vaccine for treating and/or preventing a disease, such as infectious bronchitis, in a subject.",1233946078543843328,na
2,Drinking large amounts of water will protect against coronavirus.,Afghan Muslims Say Prayer and Faith Will Protect them from Coronavirus,1233928635490488320,na
4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"Why is it not standard practice for CDC, hospitals and government to keep a surplus of n95 masks in the event of a pandemic?

Instead we rely on misleading (at best) public about their efficacy.",1233933137161281536,na
16,Acetic acid is effective against coronavirus.,"Thread even covers how &amp; why handwashing with soap &amp; water is effective against Corona virus. 

I say we replace Pence with Ms Fleming!",1233907496395399168,na
3,Coronavirus is genetically engineered.,All our candidates ARE actually in the high risk group for COVID-19.,1233975333621202944,na
54,The Simpsons predicted COVID-19 pandemic.,Advice i gave to my kids regarding the Covid-19 virus pandemic.    every time you touch any surface outside your house you MUST immediately wash your hands with hand sanitizer ( or soap and water) before you touch…,1233917012553764864,na
60,"A pod of humpback whales returned to the Arabian Sea offshore from Mumbai, India following the COVID-19 lockdown.","Australia now has COVID-19 fatality.

- a 70 year old man from Perth.

- he was a passenger on the ill fated Diamond Princess

- his wife who was with him on the cruise is critically with the virus.",1233957668504555520,na
18,Essential oils cure coronavirus.,"Are we really afraid coronavirus is somehow going to shut down the water supply? Have you heard the rationale for buying water? I just got some extra medicine, tp, and non-perishable food. 🤷🏻‍♀️",1233933241003859968,na
13,Whiskey and honey cure coronavirus.,A 32-year-old Kaiserslautern man has contracted the coronavirus and 17 others are in self-quarantine after being in contact with him. Local health officials say the man recently returned from a trip to Iran.,1233990851916894208,na
4,Dean Koontz predicted the pandemic in his 1981 novel The Eyes of Darkness.,"I don't know if you're read Stephen King's ""The Stand""? But that is a plot point, everyone dies but a few people stuck rotting in a jail cell that they can't get out of. Could happen with coronavirus.",1233985666574356480,na
36,Chloroquine can cure coronavirus,"So, as it turns out, an Israeli company claims they made a safe, generic coronavirus vaccine 4 years ago. They think it's likely to work against COVID-19 with a few tweaks.",1233920180490649600,na
19,Vitamin C cures coronavirus.,"How to prevent corona virus? Use cowdung cakes for Holika dahan, &amp; celebrate Vedic Holi inspired by Sant Shri Asharamji Bapu. You can easily make herbal colors at home using Palash, Turmeric etc. #AdoptVedicHoliPreventCorona",1233964840479338496,na
3,Coronavirus is genetically engineered.,"No American wants to hear the coronavirus is a hoax. We don't need evidence-free assessments that it will disappear like a miracle. Or that the supply chain is unaffected. Or whining about the stock market. We need a gov't. we can trust speaking in a spin-free zone. Yeah, I know.",1233905307333484544,na
40,Cannabis protects against COVID-19.,"[Opinion]

Is Brunei doing enough to prepare against COVID-19?.",1233977930872573952,na
23,SARS-CoV-2 can survive for weeks on surfaces.,"The corona virus can live on a surface for up to 9 days. 
Just saying.",1233905533989482496,pos
3,Coronavirus is genetically engineered.,"Coronavirus, quite fancy. It’s too late to stop the spread of it. Just like the H1N1 virus, we will have vaccines available hopefully w/ in a year or 2. Young children, elderly, and individuals with a list of other health issues remain at risk.",1233917645746913280,na
10,Coronavirus is caused by 5G.,Coronavirus has a 98% survival rate. The flu is more dangerous. Stop the stupidity in the American Stock Exchange,1233953856905711616,na
51,COVID-19 is only as deadly as the seasonal flu.,"1. It's not slow-spreading. ""Currently, the R0 for SARS-CoV-2, the virus that causes the disease COVID-19, is estimated at about 2.2 ... By comparison, the flu has an R0 of 1.3.""

1/2",1233989400326918144,na
52,Chloroquine is a Food and Drug Administration (FDA) approved treatment for COVID-19.,Group exposures like Diamond Princess and Life Care Center unfortunately are likely to have enough people develop COVID-19 from their exposures that an effective drug should show promise soon enough in clinical trials to make a difference if used in other exposure events.,1233982856646602752,na
22,Cocaine cures coronavirus.,"It hasn't been proven but stock up on these items anyway, wash ur damn hands and cover ur cough!

Can Lysol and Clorox products kill the novel coronavirus? The answer is ...",1233955869752209408,na
25,Holy communion cannot be the cause of the spread of coronavirus,"Coronavirus is a global test of each nation's healthcare system.

The mortality rate will hold the truth, although, perhaps nations with good public healthcare system, will have more vulnerable citizens who would not be alive in other countries.",1233951009229213696,na
10,Coronavirus is caused by 5G.,The U.S. is banning travel to Iran in response to the outbreak of the new coronavirus and elevating travel warnings to regions of Italy and South Korea.,1233927436112408576,na
53,"There were more than 50000 cremations in Wuhan for 4th Quarter, 2019 .","****Important****

Chinese propaganda is blaming American Soldiers for infecting Wuhan during the Military Games in 2019.

#coronavirus #NCP #nCoV2019 #COVID19 #SARSCoV2",1233969417031012352,na
61,Lions were freed to keep people off the streets in Moscow.,"I’ve heard that it is definitely spread via fecal matter-San Francisco is covered in fecal matter-And when the paid poop patrol pressure washes it off the sidewalks,the water is rinsed down into the water,like San FranBay-If SF has an outbreak, we can thank Nancy &amp; Gavin Newsome.",1233989618934145024,na
46,Kenneth Copeland on Victory Channel can cure COVID-19 through the TV.,The new cases are coming through the mail from China! Free shipping on eBay. Ban China imports before its too late. Check eBay for yourselves. #coronavirus #covid-19 #omg,1233952484906790912,na
2,Drinking large amounts of water will protect against coronavirus.,Afghan Muslims Say Prayer and Faith Will Protect them from Coronavirus via,1233981373158973440,na
25,Holy communion cannot be the cause of the spread of coronavirus,We are worse then animals. I tell you. May God send Covid-19 on the gang. May they be destroyed.  Please get down in Sajda and pray that he designates he’ll for all the tormentors of every hue and color. People who have no sanctity of life deserve No kindness.,1233989896014094336,na
60,"A pod of humpback whales returned to the Arabian Sea offshore from Mumbai, India following the COVID-19 lockdown.",San Antonio Metro Health confirmed Friday there are a total of 11 cases of coronavirus disease (COVID-19) stemming from the quarantine that began in the city earlier this month.,1233957634950213632,na
18,Essential oils cure coronavirus.,"Coronavirus- Hysteria. Almost no flour, milk, many empty shelves - spaghetti, instant soups, bread, beans. People are buying everything they can store.",1233988732388356096,na
20,Vitamin D cures coronavirus.,Oh and lipsomal vitamin C made from organic ground orange peel taken hourly. IV vitamin C is being tried in China to stop the Cytokine Storm...,1233980763453960192,na
38,Shaking hands cannot spread coronavirus.,Ur first tweet was kind of racist but having real health concerns is not racist especially considering context of how postage is handled ESPECIALLY from over seas. Packages are handles by hundreds of hands. The virus started in china ppl need to stop equating +,1233949533081608192,na
